Date,Local Time,Home Team Id,Away Team Id
20220226,1400,112134,111138
20220226,1600,111144,114162
20220226,1600,111928,689
20220226,1630,111140,691
20220226,1630,112996,694
20220226,1630,687,101112
20220226,1730,695,111651
20220226,1900,688,114640
20220226,1900,112893,693
20220226,1900,114161,113149
20220227,1400,112606,111139
20220227,1500,697,112828
20220227,1600,112885,696
20220227,1800,698,111065
20220305,1200,111651,689
20220305,1430,691,695
20220305,1600,111065,111144
20220305,1600,101112,112828
20220305,1630,696,698
20220305,1700,111139,112134
20220305,1730,114640,697
20220305,1830,111928,687
20220305,1900,113149,688
20220305,1900,111138,114162
20220305,1900,694,112885
20220305,1900,693,112606
20220306,1700,114161,112893
20220306,2000,112996,111140
20220312,1900,112828,111139
20220312,1930,112893,112996
20220312,1930,687,111651
20220312,2130,111144,697
20220313,1230,698,101112
20220313,1330,688,693
20220313,1330,691,111065
20220313,1330,112606,113149
20220313,1330,112134,111928
20220313,1430,695,114162
20220313,1500,694,696
20220313,1600,111140,114161
20220313,1700,689,111138
20220314,1200,112885,114640
20220319,1400,112885,111139
20220319,1400,111651,688
20220319,1400,113149,112893
20220319,1400,112828,112134
20220319,1630,114640,691
20220319,1630,689,687
20220319,1630,697,112606
20220319,1630,695,111140
20220319,1630,698,694
20220319,1900,111065,114162
20220319,1900,111138,111928
20220319,1900,693,696
20220320,1800,114161,111144
20220320,1800,112996,101112
20220326,1800,114640,113149
20220326,1800,696,111065
20220327,1800,111140,112606
20220402,1400,691,689
20220402,1400,111651,112828
20220402,1400,111928,114161
20220402,1400,112134,114640
20220402,1630,112606,112996
20220402,1630,112893,698
20220402,1630,113149,111139
20220402,1630,688,112885
20220402,1630,693,695
20220402,1900,687,114162
20220402,1900,101112,696
20220402,1900,111138,111144
20220402,1900,694,111065
20220403,1800,111140,697
20220409,1400,112606,693
20220409,1400,112134,687
20220409,1400,112893,691
20220409,1400,114640,112885
20220409,1630,111065,111651
20220409,1630,698,111928
20220409,1630,695,694
20220409,1630,697,112996
20220409,1630,689,111139
20220409,1900,101112,111140
20220409,1900,696,114162
20220410,1800,114161,111138
20220416,1400,112885,113149
20220416,1400,112828,111065
20220416,1400,691,114640
20220416,1400,111144,112893
20220416,1630,111928,114162
20220416,1630,111651,112134
20220416,1630,688,114161
20220416,1630,687,112606
20220416,1630,693,697
20220416,1900,689,695
20220416,1900,698,111140
20220416,1900,111138,694
20220416,1900,111139,101112
20220417,1800,112996,696
20220423,1400,114161,101112
20220423,1400,111928,111144
20220423,1400,111140,111065
20220423,1400,112134,111139
20220423,1630,111138,693
20220423,1630,694,114640
20220423,1630,695,698
20220423,1630,697,114162
20220423,1630,688,691
20220423,1900,696,687
20220424,1800,112606,689
20220424,1800,112828,111651
20220424,1800,113149,112996
20220424,1800,112893,112885
20220430,1400,112606,114640
20220430,1400,691,112893
20220430,1400,111651,113149
20220430,1400,696,695
20220430,1630,693,689
20220430,1630,687,688
20220430,1630,698,114161
20220430,1630,694,111140
20220430,1630,111065,697
20220430,1900,111139,112885
20220501,1800,112828,111928
20220501,1800,112996,111138
20220501,1800,114162,112134
20220505,1800,113149,111651
