Date,Local Time,Home Team Id,Away Team Id
20220226,1600,130430,130421
20220226,1600,130428,130422
20220226,1600,130417,130426
20220226,1600,130416,130429
20220226,1600,130424,130420
20220305,1600,130426,130428
20220305,1600,130421,130417
20220305,1600,130429,130424
20220305,1600,130420,130430
20220305,1600,130422,130416
20220312,1600,130429,130428
20220312,1600,130421,130426
20220312,1600,130417,130422
20220312,1600,130416,130420
20220312,1600,130424,130430
20220319,1600,130420,130417
20220319,1600,130428,130421
20220319,1600,130422,130426
20220319,1600,130424,130416
20220319,1600,130430,130429
20220402,1600,130421,130422
20220402,1600,130417,130428
20220402,1600,130429,130420
20220402,1600,130416,130430
20220402,1600,130426,130424
20220409,1600,130429,130417
20220409,1600,130416,130426
20220409,1600,130424,130428
20220409,1600,130430,130422
20220409,1600,130420,130421
20220416,1600,130428,130420
20220416,1600,130422,130424
20220416,1600,130426,130430
20220416,1600,130421,130429
20220416,1600,130417,130416
20220423,1600,130429,130426
20220423,1600,130416,130428
20220423,1600,130424,130421
20220423,1600,130430,130417
20220423,1600,130420,130422
20220430,1600,130422,130428
20220430,1600,130426,130417
20220430,1600,130424,130429
20220430,1600,130430,130420
20220430,1600,130421,130416
20220507,1600,130428,130426
20220507,1600,130417,130421
20220507,1600,130430,130424
20220507,1600,130420,130416
20220507,1600,130422,130429
20220514,1600,130422,130417
20220514,1600,130426,130421
20220514,1600,130429,130416
20220514,1600,130420,130424
20220514,1600,130428,130430
20220521,1600,130428,130417
20220521,1600,130422,130421
20220521,1600,130429,130430
20220521,1600,130416,130424
20220521,1600,130426,130420
20220528,1600,130426,130422
20220528,1600,130421,130428
20220528,1600,130430,130416
20220528,1600,130420,130429
20220528,1600,130417,130424
20220604,1600,130421,130430
20220604,1600,130422,130428
20220604,1600,130426,130417
20220604,1600,130429,130416
20220604,1600,130420,130424
20220611,1600,130428,130426
20220611,1600,130417,130421
20220611,1600,130424,130429
20220611,1600,130430,130420
20220611,1600,130416,130422
20220723,1600,130428,130429
20220723,1600,130426,130421
20220723,1600,130422,130417
20220723,1600,130420,130416
20220723,1600,130430,130424
20220730,1600,130417,130420
20220730,1600,130421,130428
20220730,1600,130426,130422
20220730,1600,130416,130424
20220730,1600,130429,130430
20220806,1600,130422,130421
20220806,1600,130428,130417
20220806,1600,130420,130429
20220806,1600,130430,130416
20220806,1600,130424,130426
20220813,1600,130417,130429
20220813,1600,130426,130416
20220813,1600,130428,130424
20220813,1600,130422,130430
20220813,1600,130421,130420
20220820,1600,130420,130428
20220820,1600,130424,130422
20220820,1600,130430,130426
20220820,1600,130429,130421
20220820,1600,130416,130417
20220827,1600,130426,130429
20220827,1600,130428,130416
20220827,1600,130421,130424
20220827,1600,130417,130430
20220827,1600,130422,130420
20220910,1600,130428,130422
20220910,1600,130417,130426
20220910,1600,130429,130424
20220910,1600,130420,130430
20220910,1600,130416,130421
20220917,1600,130426,130428
20220917,1600,130421,130417
20220917,1600,130424,130430
20220917,1600,130416,130420
20220917,1600,130429,130422
20220924,1600,130417,130422
20220924,1600,130421,130426
20220924,1600,130416,130429
20220924,1600,130424,130420
20220924,1600,130430,130428
20221001,1600,130417,130428
20221001,1600,130421,130422
20221001,1600,130430,130429
20221001,1600,130424,130416
20221001,1600,130420,130426
20221015,1600,130422,130426
20221015,1600,130428,130421
20221015,1600,130416,130430
20221015,1600,130429,130420
20221015,1600,130424,130417

